place-alfcl,place-davis,route,120
place-alfcl,place-davis,route,180
place-alsgr,place-grigg,route,60
place-alsgr,place-grigg,route,120
place-alsgr,place-wrnst,route,0
place-alsgr,place-wrnst,route,60
place-andrw,place-brdwy,route,120
place-andrw,place-brdwy,route,180
place-andrw,place-jfk,route,120
place-andrw,place-jfk,route,180
place-aport,place-mvbcl,route,120
place-aport,place-wimnl,route,120
place-aport,place-wimnl,route,180
place-aqucl,place-mvbcl,route,120
place-aqucl,place-mvbcl,route,180
place-aqucl,place-state,route,60
place-aqucl,place-state,route,120
place-armnl,place-boyls,route,60
place-armnl,place-boyls,route,120
place-armnl,place-boyls,route,180
place-armnl,place-coecl,route,60
place-armnl,place-coecl,route,120
place-asmnl,place-cedgr,route,60
place-asmnl,place-smmnl,route,60
place-asmnl,place-smmnl,route,120
place-astao,place-sull,route,120
place-astao,place-sull,route,180
place-astao,place-welln,route,120
place-babck,place-brico,route,60
place-babck,place-brico,route,120
place-babck,place-plsgr,route,0
place-babck,place-plsgr,route,60
place-babck,place-plsgr,route,120
place-bbsta,place-masta,route,120
place-bbsta,place-masta,route,180
place-bbsta,place-tumnl,route,60
place-bbsta,place-tumnl,route,120
place-bbsta,place-tumnl,route,180
place-bckhl,place-hsmnl,route,60
place-bckhl,place-hsmnl,route,120
place-bckhl,place-rvrwy,route,60
place-bckhl,place-rvrwy,route,120
place-bcnfd,place-brkhl,route,60
place-bcnfd,place-brkhl,route,120
place-bcnfd,place-brkhl,route,180
place-bcnfd,place-rsmnl,route,120
place-bcnwa,place-fbkst,route,60
place-bcnwa,place-fbkst,route,120
place-bcnwa,place-tapst,route,0
place-bcnwa,place-tapst,route,60
place-bcnwa,place-tapst,route,120
place-bland,place-buest,route,60
place-bland,place-buest,route,120
place-bland,place-kencl,route,60
place-bland,place-kencl,route,120
place-bland,place-kencl,route,300
place-bland,place-kencl,route,360
place-bmmnl,place-rbmnl,route,60
place-bmmnl,place-rbmnl,route,120
place-bmmnl,place-sdmnl,route,120
place-bndhl,place-fbkst,route,0
place-bndhl,place-fbkst,route,60
place-bndhl,place-sumav,route,60
place-bndhl,place-sumav,route,120
place-bomnl,place-gover,route,60
place-bomnl,place-gover,route,120
place-boyls,place-armnl,route,60
place-boyls,place-armnl,route,120
place-boyls,place-armnl,route,180
place-boyls,place-pktrm,route,60
place-boyls,place-pktrm,route,120
place-brdwy,place-andrw,route,120
place-brdwy,place-sstat,route,120
place-brdwy,place-sstat,route,180
place-brico,place-babck,route,60
place-brico,place-babck,route,120
place-brico,place-harvd,route,60
place-brico,place-harvd,route,120
place-brico,place-harvd,route,180
place-brkhl,place-bcnfd,route,120
place-brkhl,place-bcnfd,route,180
place-brkhl,place-bvmnl,route,60
place-brkhl,place-bvmnl,route,120
place-brmnl,place-fenwd,route,0
place-brmnl,place-fenwd,route,60
place-brmnl,place-lngmd,route,60
place-brmnl,place-lngmd,route,120
place-brntn,place-qamnl,route,180
place-brntn,place-qamnl,route,240
place-bucen,place-buest,route,0
place-bucen,place-buest,route,60
place-bucen,place-buest,route,120
place-bucen,place-buwst,route,60
place-bucen,place-buwst,route,120
place-bucen,place-buwst,route,180
place-bucen,place-buwst,route,240
place-buest,place-bland,route,60
place-buest,place-bland,route,120
place-buest,place-bucen,route,60
place-buest,place-bucen,route,120
place-butlr,place-cedgr,route,120
place-butlr,place-miltt,route,0
place-butlr,place-miltt,route,60
place-buwst,place-bucen,route,60
place-buwst,place-bucen,route,120
place-buwst,place-bucen,route,180
place-buwst,place-bucen,route,240
place-buwst,place-stplb,route,0
place-buwst,place-stplb,route,60
place-bvmnl,place-brkhl,route,60
place-bvmnl,place-brkhl,route,120
place-bvmnl,place-longw,route,60
place-bvmnl,place-longw,route,120
place-bvmnl,place-longw,route,180
place-capst,place-matt,route,60
place-capst,place-valrd,route,60
place-ccmnl,place-north,route,120
place-ccmnl,place-north,route,180
place-ccmnl,place-sull,route,120
place-ccmnl,place-sull,route,240
place-cedgr,place-asmnl,route,60
place-cedgr,place-butlr,route,120
place-cedgr,place-butlr,route,180
place-cenav,place-miltt,route,60
place-cenav,place-valrd,route,60
place-cenav,place-valrd,route,120
place-chhil,place-newto,route,180
place-chhil,place-newto,route,240
place-chhil,place-rsmnl,route,120
place-chhil,place-rsmnl,route,180
place-chill,place-chswk,route,60
place-chill,place-chswk,route,120
place-chill,place-sougr,route,0
place-chill,place-sougr,route,60
place-chill,place-sougr,route,120
place-chmnl,place-knncl,route,120
place-chmnl,place-knncl,route,180
place-chmnl,place-pktrm,route,120
place-chmnl,place-pktrm,route,180
place-chncl,place-dwnxg,route,60
place-chncl,place-dwnxg,route,120
place-chncl,place-tumnl,route,60
place-chncl,place-tumnl,route,120
place-chswk,place-chill,route,60
place-chswk,place-chill,route,120
place-chswk,place-sthld,route,60
place-chswk,place-sthld,route,120
place-clmnl,place-engav,route,60
place-clmnl,place-engav,route,120
place-cntsq,place-harsq,route,120
place-cntsq,place-harsq,route,180
place-cntsq,place-harsq,route,240
place-cntsq,place-harsq,route,300
place-cntsq,place-knncl,route,120
place-cntsq,place-knncl,route,180
place-cntsq,place-knncl,route,240
place-coecl,place-armnl,route,60
place-coecl,place-armnl,route,120
place-coecl,place-hymnl,route,120
place-coecl,place-hymnl,route,180
place-coecl,place-hymnl,route,240
place-coecl,place-prmnl,route,120
place-coecl,place-prmnl,route,180
place-cool,place-stpul,route,60
place-cool,place-stpul,route,120
place-cool,place-stpul,route,180
place-cool,place-sumav,route,60
place-cool,place-sumav,route,120
place-crtst,place-sstat,route,120
place-crtst,place-sstat,route,240
place-crtst,place-sstat,route,300
place-crtst,place-wtcst,route,120
place-davis,place-alfcl,route,60
place-davis,place-alfcl,route,120
place-davis,place-alfcl,route,180
place-davis,place-alfcl,route,240
place-davis,place-portr,route,120
place-denrd,place-engav,route,0
place-denrd,place-engav,route,60
place-denrd,place-engav,route,120
place-denrd,place-tapst,route,0
place-denrd,place-tapst,route,60
place-dwnxg,place-chncl,route,60
place-dwnxg,place-chncl,route,120
place-dwnxg,place-pktrm,route,60
place-dwnxg,place-pktrm,route,120
place-dwnxg,place-pktrm,route,180
place-dwnxg,place-sstat,route,60
place-dwnxg,place-sstat,route,120
place-dwnxg,place-sstat,route,180
place-dwnxg,place-state,route,60
place-dwnxg,place-state,route,120
place-eliot,place-newtn,route,120
place-eliot,place-waban,route,120
place-eliot,place-waban,route,180
place-engav,place-clmnl,route,60
place-engav,place-clmnl,route,120
place-engav,place-denrd,route,60
place-engav,place-denrd,route,120
place-fbkst,place-bcnwa,route,60
place-fbkst,place-bcnwa,route,120
place-fbkst,place-bndhl,route,0
place-fbkst,place-bndhl,route,60
place-fenwd,place-brmnl,route,0
place-fenwd,place-brmnl,route,60
place-fenwd,place-mispk,route,60
place-fenwd,place-mispk,route,120
place-fenwd,place-mispk,route,180
place-fenwy,place-kencl,route,120
place-fenwy,place-kencl,route,180
place-fenwy,place-kencl,route,300
place-fenwy,place-longw,route,60
place-fenwy,place-longw,route,120
place-fldcr,place-shmnl,route,180
place-fldcr,place-smmnl,route,120
place-fldcr,place-smmnl,route,180
place-forhl,place-grnst,route,60
place-gover,place-bomnl,route,120
place-gover,place-haecl,route,60
place-gover,place-haecl,route,120
place-gover,place-pktrm,route,60
place-gover,place-pktrm,route,120
place-gover,place-pktrm,route,180
place-gover,place-state,route,60
place-gover,place-state,route,120
place-grigg,place-alsgr,route,60
place-grigg,place-alsgr,route,120
place-grigg,place-harvd,route,60
place-grigg,place-harvd,route,120
place-grnst,place-forhl,route,60
place-grnst,place-forhl,route,120
place-grnst,place-sbmnl,route,120
place-haecl,place-gover,route,60
place-haecl,place-gover,route,120
place-haecl,place-north,route,60
place-haecl,place-north,route,120
place-haecl,place-state,route,60
place-haecl,place-state,route,120
place-harsq,place-cntsq,route,180
place-harsq,place-cntsq,route,240
place-harsq,place-portr,route,60
place-harsq,place-portr,route,120
place-harsq,place-portr,route,180
place-harvd,place-brico,route,60
place-harvd,place-brico,route,120
place-harvd,place-brico,route,180
place-harvd,place-grigg,route,60
place-harvd,place-grigg,route,120
place-hsmnl,place-bckhl,route,60
place-hsmnl,place-bckhl,route,120
place-hwsst,place-kntst,route,0
place-hwsst,place-kntst,route,60
place-hwsst,place-smary,route,60
place-hwsst,place-smary,route,120
place-hymnl,place-coecl,route,120
place-hymnl,place-coecl,route,180
place-hymnl,place-coecl,route,240
place-hymnl,place-kencl,route,120
place-hymnl,place-kencl,route,180
place-hymnl,place-kencl,route,240
place-jaksn,place-rcmnl,route,120
place-jaksn,place-rcmnl,route,180
place-jaksn,place-sbmnl,route,60
place-jaksn,place-sbmnl,route,120
place-jfk,place-andrw,route,120
place-jfk,place-andrw,route,180
place-jfk,place-nqncy,route,420
place-jfk,place-nqncy,route,480
place-jfk,place-nqncy,route,540
place-jfk,place-shmnl,route,120
place-jfk,place-shmnl,route,180
place-kencl,place-bland,route,60
place-kencl,place-bland,route,120
place-kencl,place-bland,route,360
place-kencl,place-fenwy,route,120
place-kencl,place-fenwy,route,180
place-kencl,place-fenwy,route,420
place-kencl,place-hymnl,route,120
place-kencl,place-hymnl,route,180
place-kencl,place-hymnl,route,240
place-kencl,place-smary,route,180
place-kencl,place-smary,route,300
place-kencl,place-smary,route,480
place-knncl,place-chmnl,route,120
place-knncl,place-chmnl,route,180
place-knncl,place-chmnl,route,240
place-knncl,place-cntsq,route,120
place-knncl,place-cntsq,route,180
place-kntst,place-hwsst,route,0
place-kntst,place-hwsst,route,60
place-kntst,place-hwsst,route,120
place-kntst,place-stpul,route,60
place-kntst,place-stpul,route,120
place-lake,place-sougr,route,60
place-lake,place-sougr,route,120
place-lake,place-sougr,route,180
place-lech,place-spmnl,route,60
place-lech,place-spmnl,route,120
place-lech,place-spmnl,route,180
place-lech,place-spmnl,route,300
place-lngmd,place-brmnl,route,60
place-lngmd,place-brmnl,route,120
place-lngmd,place-mfa,route,60
place-lngmd,place-mfa,route,120
place-lngmd,place-mfa,route,180
place-longw,place-bvmnl,route,60
place-longw,place-bvmnl,route,120
place-longw,place-bvmnl,route,180
place-longw,place-fenwy,route,60
place-longw,place-fenwy,route,120
place-masta,place-bbsta,route,120
place-masta,place-rugg,route,60
place-masta,place-rugg,route,120
place-matt,place-capst,route,60
place-mfa,place-lngmd,route,60
place-mfa,place-lngmd,route,120
place-mfa,place-lngmd,route,180
place-mfa,place-nuniv,route,120
place-mfa,place-nuniv,route,180
place-miltt,place-butlr,route,0
place-miltt,place-butlr,route,60
place-miltt,place-cenav,route,60
place-mispk,place-fenwd,route,60
place-mispk,place-fenwd,route,120
place-mispk,place-rvrwy,route,0
place-mispk,place-rvrwy,route,60
place-mispk,place-rvrwy,route,120
place-mlmnl,place-ogmnl,route,60
place-mlmnl,place-ogmnl,route,120
place-mlmnl,place-welln,route,180
place-mlmnl,place-welln,route,240
place-mvbcl,place-aport,route,120
place-mvbcl,place-aqucl,route,120
place-newtn,place-eliot,route,120
place-newtn,place-newto,route,120
place-newtn,place-newto,route,180
place-newto,place-chhil,route,180
place-newto,place-chhil,route,240
place-newto,place-newtn,route,120
place-north,place-ccmnl,route,120
place-north,place-ccmnl,route,180
place-north,place-haecl,route,60
place-north,place-haecl,route,120
place-north,place-spmnl,route,60
place-north,place-spmnl,route,120
place-north,place-spmnl,route,180
place-north,place-spmnl,route,240
place-nqncy,place-jfk,route,420
place-nqncy,place-jfk,route,480
place-nqncy,place-jfk,route,540
place-nqncy,place-wlsta,route,120
place-nqncy,place-wlsta,route,180
place-nqncy,place-wlsta,route,240
place-nuniv,place-mfa,route,120
place-nuniv,place-mfa,route,180
place-nuniv,place-symcl,route,60
place-nuniv,place-symcl,route,120
place-ogmnl,place-mlmnl,route,120
place-orhte,place-sdmnl,route,120
place-orhte,place-wimnl,route,120
place-pktrm,place-boyls,route,60
place-pktrm,place-boyls,route,120
place-pktrm,place-boyls,route,180
place-pktrm,place-chmnl,route,120
place-pktrm,place-chmnl,route,180
place-pktrm,place-dwnxg,route,60
place-pktrm,place-dwnxg,route,120
place-pktrm,place-dwnxg,route,180
place-pktrm,place-gover,route,120
place-pktrm,place-gover,route,180
place-plsgr,place-babck,route,0
place-plsgr,place-babck,route,60
place-plsgr,place-stplb,route,0
place-plsgr,place-stplb,route,60
place-plsgr,place-stplb,route,120
place-portr,place-davis,route,120
place-portr,place-davis,route,180
place-portr,place-harsq,route,120
place-portr,place-harsq,route,180
place-prmnl,place-coecl,route,120
place-prmnl,place-coecl,route,180
place-prmnl,place-symcl,route,60
place-prmnl,place-symcl,route,120
place-qamnl,place-brntn,route,180
place-qamnl,place-brntn,route,240
place-qamnl,place-qnctr,route,180
place-qamnl,place-qnctr,route,240
place-qnctr,place-qamnl,route,180
place-qnctr,place-qamnl,route,240
place-qnctr,place-qamnl,route,300
place-qnctr,place-wlsta,route,180
place-rbmnl,place-bmmnl,route,60
place-rbmnl,place-wondl,route,60
place-rbmnl,place-wondl,route,120
place-rcmnl,place-jaksn,route,60
place-rcmnl,place-jaksn,route,120
place-rcmnl,place-rugg,route,60
place-rcmnl,place-rugg,route,120
place-river,place-woodl,route,60
place-rsmnl,place-bcnfd,route,120
place-rsmnl,place-bcnfd,route,180
place-rsmnl,place-chhil,route,120
place-rsmnl,place-chhil,route,180
place-rugg,place-masta,route,120
place-rugg,place-masta,route,180
place-rugg,place-rcmnl,route,120
place-rvrwy,place-bckhl,route,60
place-rvrwy,place-mispk,route,60
place-rvrwy,place-mispk,route,120
place-sbmnl,place-grnst,route,60
place-sbmnl,place-grnst,route,120
place-sbmnl,place-jaksn,route,120
place-sdmnl,place-bmmnl,route,120
place-sdmnl,place-orhte,route,60
place-sdmnl,place-orhte,route,120
place-shmnl,place-fldcr,route,180
place-shmnl,place-fldcr,route,240
place-shmnl,place-jfk,route,120
place-shmnl,place-jfk,route,180
place-smary,place-hwsst,route,60
place-smary,place-hwsst,route,120
place-smary,place-kencl,route,120
place-smary,place-kencl,route,180
place-smary,place-kencl,route,240
place-smmnl,place-asmnl,route,120
place-smmnl,place-asmnl,route,180
place-smmnl,place-fldcr,route,120
place-sougr,place-chill,route,60
place-sougr,place-lake,route,120
place-sougr,place-lake,route,180
place-sougr,place-lake,route,240
place-spmnl,place-lech,route,60
place-spmnl,place-lech,route,120
place-spmnl,place-lech,route,180
place-spmnl,place-lech,route,300
place-spmnl,place-north,route,60
place-spmnl,place-north,route,120
place-spmnl,place-north,route,180
place-spmnl,place-north,route,240
place-sstat,place-brdwy,route,120
place-sstat,place-brdwy,route,180
place-sstat,place-crtst,route,120
place-sstat,place-dwnxg,route,60
place-sstat,place-dwnxg,route,120
place-state,place-aqucl,route,60
place-state,place-aqucl,route,120
place-state,place-dwnxg,route,60
place-state,place-dwnxg,route,120
place-state,place-gover,route,120
place-state,place-haecl,route,60
place-state,place-haecl,route,120
place-sthld,place-chswk,route,0
place-sthld,place-chswk,route,60
place-sthld,place-chswk,route,120
place-sthld,place-wascm,route,60
place-sthld,place-wascm,route,120
place-stplb,place-buwst,route,0
place-stplb,place-buwst,route,60
place-stplb,place-plsgr,route,60
place-stplb,place-plsgr,route,120
place-stpul,place-cool,route,60
place-stpul,place-cool,route,120
place-stpul,place-kntst,route,60
place-stpul,place-kntst,route,120
place-sull,place-astao,route,120
place-sull,place-astao,route,180
place-sull,place-astao,route,240
place-sull,place-ccmnl,route,120
place-sull,place-ccmnl,route,180
place-sumav,place-bndhl,route,0
place-sumav,place-bndhl,route,60
place-sumav,place-bndhl,route,120
place-sumav,place-cool,route,60
place-sumav,place-cool,route,120
place-symcl,place-nuniv,route,60
place-symcl,place-nuniv,route,120
place-symcl,place-prmnl,route,60
place-tapst,place-bcnwa,route,60
place-tapst,place-bcnwa,route,120
place-tapst,place-denrd,route,0
place-tapst,place-denrd,route,60
place-tapst,place-denrd,route,120
place-tumnl,place-bbsta,route,120
place-tumnl,place-chncl,route,60
place-tumnl,place-chncl,route,120
place-valrd,place-capst,route,60
place-valrd,place-cenav,route,60
place-valrd,place-cenav,route,120
place-waban,place-eliot,route,120
place-waban,place-woodl,route,120
place-waban,place-woodl,route,180
place-wascm,place-sthld,route,60
place-wascm,place-sthld,route,120
place-wascm,place-wrnst,route,60
place-wascm,place-wrnst,route,120
place-wascm,place-wrnst,route,180
place-welln,place-astao,route,60
place-welln,place-astao,route,120
place-welln,place-astao,route,180
place-welln,place-mlmnl,route,60
place-welln,place-mlmnl,route,120
place-welln,place-mlmnl,route,240
place-wimnl,place-aport,route,120
place-wimnl,place-orhte,route,120
place-wimnl,place-orhte,route,180
place-wlsta,place-nqncy,route,120
place-wlsta,place-nqncy,route,180
place-wlsta,place-qnctr,route,180
place-wondl,place-rbmnl,route,60
place-woodl,place-river,route,60
place-woodl,place-river,route,120
place-woodl,place-waban,route,60
place-woodl,place-waban,route,120
place-woodl,place-waban,route,180
place-wrnst,place-alsgr,route,0
place-wrnst,place-alsgr,route,60
place-wrnst,place-wascm,route,60
place-wrnst,place-wascm,route,120
place-wrnst,place-wascm,route,180
place-wtcst,place-crtst,route,120
